ListID,Treatment,IsTestData,IsReplacement,RandomizationSequence,PatientID,ReplacementPatientID,CenterID,TreatmentID,Block,Cohort
1,Placebo,1,0,6001,,,,6,1,1
1,PT00114,1,0,6002,,,,1,1,1
1,PT00114,1,0,6003,,,,1,1,1
1,Placebo,1,0,6004,,,,6,1,1
1,PT00114,1,0,6005,,,,1,1,1
1,PT00114,1,0,6006,,,,1,1,1
1,PT00114,1,0,6007,,,,1,2,1
1,PT00114,1,0,6008,,,,1,2,1
1,Placebo,1,0,6009,,,,6,2,1
1,PT00114,1,0,6010,,,,1,2,1
1,Placebo,1,0,6011,,,,6,2,1
1,PT00114,1,0,6012,,,,1,2,1
1,PT00114,1,0,6013,,,,2,3,2
1,PT00114,1,0,6014,,,,2,3,2
1,Placebo,1,0,6015,,,,6,3,2
1,PT00114,1,0,6016,,,,2,3,2
1,Placebo,1,0,6017,,,,6,3,2
1,PT00114,1,0,6018,,,,2,3,2
1,Placebo,1,0,6019,,,,6,4,2
1,Placebo,1,0,6020,,,,6,4,2
1,PT00114,1,0,6021,,,,2,4,2
1,PT00114,1,0,6022,,,,2,4,2
1,PT00114,1,0,6023,,,,2,4,2
1,PT00114,1,0,6024,,,,2,4,2
1,Placebo,1,0,6025,,,,6,5,3
1,PT00114,1,0,6026,,,,3,5,3
1,PT00114,1,0,6027,,,,3,5,3
1,PT00114,1,0,6028,,,,3,5,3
1,PT00114,1,0,6029,,,,3,5,3
1,Placebo,1,0,6030,,,,6,5,3
1,Placebo,1,0,6031,,,,6,6,3
1,Placebo,1,0,6032,,,,6,6,3
1,PT00114,1,0,6033,,,,3,6,3
1,PT00114,1,0,6034,,,,3,6,3
1,PT00114,1,0,6035,,,,3,6,3
1,PT00114,1,0,6036,,,,3,6,3
1,PT00114,1,0,6037,,,,4,7,4
1,Placebo,1,0,6038,,,,6,7,4
1,Placebo,1,0,6039,,,,6,7,4
1,PT00114,1,0,6040,,,,4,7,4
1,PT00114,1,0,6041,,,,4,7,4
1,PT00114,1,0,6042,,,,4,7,4
1,PT00114,1,0,6043,,,,4,8,4
1,PT00114,1,0,6044,,,,4,8,4
1,PT00114,1,0,6045,,,,4,8,4
1,Placebo,1,0,6046,,,,6,8,4
1,Placebo,1,0,6047,,,,6,8,4
1,PT00114,1,0,6048,,,,4,8,4
1,PT00114,1,0,6049,,,,5,9,5
1,Placebo,1,0,6050,,,,6,9,5
1,PT00114,1,0,6051,,,,5,9,5
1,PT00114,1,0,6052,,,,5,9,5
1,PT00114,1,0,6053,,,,5,9,5
1,Placebo,1,0,6054,,,,6,9,5
1,PT00114,1,0,6055,,,,5,10,5
1,PT00114,1,0,6056,,,,5,10,5
1,PT00114,1,0,6057,,,,5,10,5
1,PT00114,1,0,6058,,,,5,10,5
1,Placebo,1,0,6059,,,,6,10,5
1,Placebo,1,0,6060,,,,6,10,5
1,PT00114,1,1,6061,,,,1,11,1
1,PT00114,1,1,6062,,,,1,11,1
1,PT00114,1,1,6063,,,,1,11,1
1,PT00114,1,1,6064,,,,1,11,1
1,Placebo,1,1,6065,,,,6,11,1
1,Placebo,1,1,6066,,,,6,11,1
1,PT00114,1,1,6067,,,,1,12,1
1,Placebo,1,1,6068,,,,6,12,1
1,PT00114,1,1,6069,,,,1,12,1
1,PT00114,1,1,6070,,,,1,12,1
1,Placebo,1,1,6071,,,,6,12,1
1,PT00114,1,1,6072,,,,1,12,1
1,PT00114,1,1,6073,,,,2,13,2
1,Placebo,1,1,6074,,,,6,13,2
1,Placebo,1,1,6075,,,,6,13,2
1,PT00114,1,1,6076,,,,2,13,2
1,PT00114,1,1,6077,,,,2,13,2
1,PT00114,1,1,6078,,,,2,13,2
1,Placebo,1,1,6079,,,,6,14,2
1,PT00114,1,1,6080,,,,2,14,2
1,PT00114,1,1,6081,,,,2,14,2
1,Placebo,1,1,6082,,,,6,14,2
1,PT00114,1,1,6083,,,,2,14,2
1,PT00114,1,1,6084,,,,2,14,2
1,Placebo,1,1,6085,,,,6,15,3
