ListID,Treatment,IsTestData,IsReplacement,RandomizationSequence,PatientID,ReplacementPatientID,CenterID,TreatmentID,Block,Cohort
1,PT00114,1,0,6001,,,,1,1
1,Placebo,1,0,6002,,,,6,1
1,Placebo,1,0,6003,,,,6,1
1,PT00114,1,0,6004,,,,1,1
1,PT00114,1,0,6005,,,,1,1
1,PT00114,1,0,6006,,,,1,1
1,PT00114,1,0,6007,,,,1,1
1,Placebo,1,0,6008,,,,6,1
1,Placebo,1,0,6009,,,,6,1
1,PT00114,1,0,6010,,,,1,1
1,PT00114,1,0,6011,,,,1,1
1,PT00114,1,0,6012,,,,1,1
1,PT00114,1,0,6013,,,,1,1
1,PT00114,1,0,6014,,,,1,1
1,PT00114,1,0,6015,,,,1,1
1,PT00114,1,0,6016,,,,1,1
1,Placebo,1,0,6017,,,,6,1
1,Placebo,1,0,6018,,,,6,1
1,PT00114,1,0,6019,,,,1,1
1,Placebo,1,0,6020,,,,6,1
1,PT00114,1,0,6021,,,,1,1
1,Placebo,1,0,6022,,,,6,1
1,PT00114,1,0,6023,,,,1,1
1,PT00114,1,0,6024,,,,1,1
1,PT00114,1,0,6025,,,,1,1
1,PT00114,1,0,6026,,,,1,1
1,PT00114,1,0,6027,,,,1,1
1,Placebo,1,0,6028,,,,6,1
1,Placebo,1,0,6029,,,,6,1
1,PT00114,1,0,6030,,,,1,1
1,PT00114,1,0,6031,,,,1,1
1,Placebo,1,0,6032,,,,6,1
1,PT00114,1,0,6033,,,,1,1
1,PT00114,1,0,6034,,,,1,1
1,Placebo,1,0,6035,,,,6,1
1,PT00114,1,0,6036,,,,1,1
1,PT00114,1,0,6037,,,,1,1
1,PT00114,1,0,6038,,,,1,1
1,PT00114,1,0,6039,,,,1,1
1,Placebo,1,0,6040,,,,6,1
1,Placebo,1,0,6041,,,,6,1
1,PT00114,1,0,6042,,,,1,1
1,PT00114,1,0,6043,,,,1,1
1,PT00114,1,0,6044,,,,1,1
1,PT00114,1,0,6045,,,,1,1
1,Placebo,1,0,6046,,,,6,1
1,Placebo,1,0,6047,,,,6,1
1,PT00114,1,0,6048,,,,1,1
1,PT00114,1,0,6049,,,,1,1
1,PT00114,1,0,6050,,,,1,1
1,Placebo,1,0,6051,,,,6,1
1,Placebo,1,0,6052,,,,6,1
1,PT00114,1,0,6053,,,,1,1
1,PT00114,1,0,6054,,,,1,1
1,PT00114,1,0,6055,,,,1,1
1,PT00114,1,0,6056,,,,1,1
1,PT00114,1,0,6057,,,,1,1
1,Placebo,1,0,6058,,,,6,1
1,Placebo,1,0,6059,,,,6,1
1,PT00114,1,0,6060,,,,1,1
1,Placebo,1,0,6061,,,,6,1
1,PT00114,1,0,6062,,,,1,1
1,PT00114,1,0,6063,,,,1,1
1,PT00114,1,0,6064,,,,1,1
1,PT00114,1,0,6065,,,,1,1
1,Placebo,1,0,6066,,,,6,1
1,Placebo,1,0,6067,,,,6,1
1,PT00114,1,0,6068,,,,1,1
1,Placebo,1,0,6069,,,,6,1
1,PT00114,1,0,6070,,,,1,1
1,PT00114,1,0,6071,,,,1,1
1,PT00114,1,0,6072,,,,1,1
1,PT00114,1,0,6073,,,,2,2
1,PT00114,1,0,6074,,,,2,2
1,PT00114,1,0,6075,,,,2,2
1,Placebo,1,0,6076,,,,6,2
1,PT00114,1,0,6077,,,,2,2
1,Placebo,1,0,6078,,,,6,2
1,Placebo,1,0,6079,,,,6,2
1,Placebo,1,0,6080,,,,6,2
1,PT00114,1,0,6081,,,,2,2
1,PT00114,1,0,6082,,,,2,2
1,PT00114,1,0,6083,,,,2,2
1,PT00114,1,0,6084,,,,2,2
1,PT00114,1,0,6085,,,,2,2
1,PT00114,1,0,6086,,,,2,2
1,Placebo,1,0,6087,,,,6,2
1,PT00114,1,0,6088,,,,2,2
1,Placebo,1,0,6089,,,,6,2
1,PT00114,1,0,6090,,,,2,2
1,PT00114,1,0,6091,,,,2,2
1,Placebo,1,0,6092,,,,6,2
1,PT00114,1,0,6093,,,,2,2
1,PT00114,1,0,6094,,,,2,2
1,PT00114,1,0,6095,,,,2,2
1,Placebo,1,0,6096,,,,6,2
1,Placebo,1,0,6097,,,,6,2
1,PT00114,1,0,6098,,,,2,2
1,PT00114,1,0,6099,,,,2,2
1,PT00114,1,0,6100,,,,2,2
1,Placebo,1,0,6101,,,,6,2
1,PT00114,1,0,6102,,,,2,2
1,PT00114,1,0,6103,,,,2,2
1,PT00114,1,0,6104,,,,2,2
1,PT00114,1,0,6105,,,,2,2
1,Placebo,1,0,6106,,,,6,2
1,PT00114,1,0,6107,,,,2,2
1,Placebo,1,0,6108,,,,6,2
1,Placebo,1,0,6109,,,,6,2
1,PT00114,1,0,6110,,,,2,2
1,Placebo,1,0,6111,,,,6,2
1,PT00114,1,0,6112,,,,2,2
1,PT00114,1,0,6113,,,,2,2
1,PT00114,1,0,6114,,,,2,2
1,PT00114,1,0,6115,,,,2,2
1,Placebo,1,0,6116,,,,6,2
1,Placebo,1,0,6117,,,,6,2
1,PT00114,1,0,6118,,,,2,2
1,PT00114,1,0,6119,,,,2,2
1,PT00114,1,0,6120,,,,2,2
