ListID,Treatment,IsTestData,IsReplacement,RandomizationSequence,PatientID,ReplacementPatientID,CenterID,TreatmentID,Block,Cohort
1,PT00114,1,0,6001,,,,1,1
1,PT00114,1,0,6002,,,,1,1
1,PT00114,1,0,6003,,,,1,1
1,Placebo,1,0,6004,,,,6,1
1,Placebo,1,0,6005,,,,6,1
1,PT00114,1,0,6006,,,,1,1
1,PT00114,1,0,6007,,,,1,1
1,PT00114,1,0,6008,,,,1,1
1,Placebo,1,0,6009,,,,6,1
1,Placebo,1,0,6010,,,,6,1
1,PT00114,1,0,6011,,,,1,1
1,PT00114,1,0,6012,,,,1,1
1,PT00114,1,0,6013,,,,1,1
1,PT00114,1,0,6014,,,,1,1
1,PT00114,1,0,6015,,,,1,1
1,Placebo,1,0,6016,,,,6,1
1,PT00114,1,0,6017,,,,1,1
1,Placebo,1,0,6018,,,,6,1
1,Placebo,1,0,6019,,,,6,1
1,PT00114,1,0,6020,,,,1,1
1,PT00114,1,0,6021,,,,1,1
1,Placebo,1,0,6022,,,,6,1
1,PT00114,1,0,6023,,,,1,1
1,PT00114,1,0,6024,,,,1,1
1,PT00114,1,0,6025,,,,1,1
1,PT00114,1,0,6026,,,,1,1
1,Placebo,1,0,6027,,,,6,1
1,Placebo,1,0,6028,,,,6,1
1,PT00114,1,0,6029,,,,1,1
1,PT00114,1,0,6030,,,,1,1
1,PT00114,1,0,6031,,,,1,1
1,PT00114,1,0,6032,,,,1,1
1,Placebo,1,0,6033,,,,6,1
1,PT00114,1,0,6034,,,,1,1
1,PT00114,1,0,6035,,,,1,1
1,Placebo,1,0,6036,,,,6,1
1,Placebo,1,0,6037,,,,6,1
1,PT00114,1,0,6038,,,,1,1
1,Placebo,1,0,6039,,,,6,1
1,PT00114,1,0,6040,,,,1,1
1,PT00114,1,0,6041,,,,1,1
1,PT00114,1,0,6042,,,,1,1
1,PT00114,1,0,6043,,,,1,1
1,PT00114,1,0,6044,,,,1,1
1,PT00114,1,0,6045,,,,1,1
1,Placebo,1,0,6046,,,,6,1
1,PT00114,1,0,6047,,,,1,1
1,Placebo,1,0,6048,,,,6,1
1,PT00114,1,0,6049,,,,1,1
1,PT00114,1,0,6050,,,,1,1
1,PT00114,1,0,6051,,,,1,1
1,Placebo,1,0,6052,,,,6,1
1,Placebo,1,0,6053,,,,6,1
1,PT00114,1,0,6054,,,,1,1
1,Placebo,1,0,6055,,,,6,1
1,PT00114,1,0,6056,,,,1,1
1,PT00114,1,0,6057,,,,1,1
1,PT00114,1,0,6058,,,,1,1
1,Placebo,1,0,6059,,,,6,1
1,PT00114,1,0,6060,,,,1,1
1,PT00114,1,0,6061,,,,1,1
1,Placebo,1,0,6062,,,,6,1
1,PT00114,1,0,6063,,,,1,1
1,Placebo,1,0,6064,,,,6,1
1,PT00114,1,0,6065,,,,1,1
1,PT00114,1,0,6066,,,,1,1
1,PT00114,1,0,6067,,,,1,1
1,Placebo,1,0,6068,,,,6,1
1,PT00114,1,0,6069,,,,1,1
1,PT00114,1,0,6070,,,,1,1
1,Placebo,1,0,6071,,,,6,1
1,PT00114,1,0,6072,,,,1,1
1,Placebo,1,0,6073,,,,6,2
1,PT00114,1,0,6074,,,,2,2
1,PT00114,1,0,6075,,,,2,2
1,PT00114,1,0,6076,,,,2,2
1,Placebo,1,0,6077,,,,6,2
1,PT00114,1,0,6078,,,,2,2
1,Placebo,1,0,6079,,,,6,2
1,PT00114,1,0,6080,,,,2,2
1,PT00114,1,0,6081,,,,2,2
1,PT00114,1,0,6082,,,,2,2
1,Placebo,1,0,6083,,,,6,2
1,PT00114,1,0,6084,,,,2,2
1,PT00114,1,0,6085,,,,2,2
1,PT00114,1,0,6086,,,,2,2
1,Placebo,1,0,6087,,,,6,2
1,PT00114,1,0,6088,,,,2,2
1,Placebo,1,0,6089,,,,6,2
1,PT00114,1,0,6090,,,,2,2
1,PT00114,1,0,6091,,,,2,2
1,Placebo,1,0,6092,,,,6,2
1,PT00114,1,0,6093,,,,2,2
1,Placebo,1,0,6094,,,,6,2
1,PT00114,1,0,6095,,,,2,2
1,PT00114,1,0,6096,,,,2,2
1,PT00114,1,0,6097,,,,2,2
1,Placebo,1,0,6098,,,,6,2
1,Placebo,1,0,6099,,,,6,2
1,PT00114,1,0,6100,,,,2,2
1,PT00114,1,0,6101,,,,2,2
1,PT00114,1,0,6102,,,,2,2
1,PT00114,1,0,6103,,,,2,2
1,PT00114,1,0,6104,,,,2,2
1,PT00114,1,0,6105,,,,2,2
1,Placebo,1,0,6106,,,,6,2
1,Placebo,1,0,6107,,,,6,2
1,PT00114,1,0,6108,,,,2,2
1,Placebo,1,0,6109,,,,6,2
1,PT00114,1,0,6110,,,,2,2
1,PT00114,1,0,6111,,,,2,2
1,Placebo,1,0,6112,,,,6,2
1,PT00114,1,0,6113,,,,2,2
1,PT00114,1,0,6114,,,,2,2
1,PT00114,1,0,6115,,,,2,2
1,PT00114,1,0,6116,,,,2,2
1,PT00114,1,0,6117,,,,2,2
1,Placebo,1,0,6118,,,,6,2
1,Placebo,1,0,6119,,,,6,2
1,PT00114,1,0,6120,,,,2,2
