ListID,Treatment,IsTestData,IsReplacement,RandomizationSequence,PatientID,ReplacementPatientID,CenterID,TreatmentID,Block,Cohort
1,Placebo,1,0,6001,,,,6,1,1
1,PT00114,1,0,6002,,,,1,1,1
1,PT00114,1,0,6003,,,,1,1,1
1,Placebo,1,0,6004,,,,6,1,1
1,PT00114,1,0,6005,,,,1,1,1
1,PT00114,1,0,6006,,,,1,1,1
1,Placebo,1,0,6007,,,,6,2,1
1,PT00114,1,0,6008,,,,1,2,1
1,PT00114,1,0,6009,,,,1,2,1
1,PT00114,1,0,6010,,,,1,2,1
1,PT00114,1,0,6011,,,,1,2,1
1,Placebo,1,0,6012,,,,6,2,1
1,Placebo,1,0,6013,,,,6,3,2
1,Placebo,1,0,6014,,,,6,3,2
1,PT00114,1,0,6015,,,,2,3,2
1,PT00114,1,0,6016,,,,2,3,2
1,PT00114,1,0,6017,,,,2,3,2
1,PT00114,1,0,6018,,,,2,3,2
1,PT00114,1,0,6019,,,,2,4,2
1,Placebo,1,0,6020,,,,6,4,2
1,PT00114,1,0,6021,,,,2,4,2
1,PT00114,1,0,6022,,,,2,4,2
1,PT00114,1,0,6023,,,,2,4,2
1,Placebo,1,0,6024,,,,6,4,2
1,PT00114,1,0,6025,,,,3,5,3
1,Placebo,1,0,6026,,,,6,5,3
1,Placebo,1,0,6027,,,,6,5,3
1,PT00114,1,0,6028,,,,3,5,3
1,PT00114,1,0,6029,,,,3,5,3
1,PT00114,1,0,6030,,,,3,5,3
1,PT00114,1,0,6031,,,,3,6,3
1,PT00114,1,0,6032,,,,3,6,3
1,Placebo,1,0,6033,,,,6,6,3
1,PT00114,1,0,6034,,,,3,6,3
1,PT00114,1,0,6035,,,,3,6,3
1,Placebo,1,0,6036,,,,6,6,3
1,Placebo,1,0,6037,,,,6,7,4
1,PT00114,1,0,6038,,,,4,7,4
1,Placebo,1,0,6039,,,,6,7,4
1,PT00114,1,0,6040,,,,4,7,4
1,PT00114,1,0,6041,,,,4,7,4
1,PT00114,1,0,6042,,,,4,7,4
1,Placebo,1,0,6043,,,,6,8,4
1,Placebo,1,0,6044,,,,6,8,4
1,PT00114,1,0,6045,,,,4,8,4
1,PT00114,1,0,6046,,,,4,8,4
1,PT00114,1,0,6047,,,,4,8,4
1,PT00114,1,0,6048,,,,4,8,4
1,PT00114,1,0,6049,,,,5,9,5
1,PT00114,1,0,6050,,,,5,9,5
1,Placebo,1,0,6051,,,,6,9,5
1,PT00114,1,0,6052,,,,5,9,5
1,Placebo,1,0,6053,,,,6,9,5
1,PT00114,1,0,6054,,,,5,9,5
1,PT00114,1,0,6055,,,,5,10,5
1,Placebo,1,0,6056,,,,6,10,5
1,Placebo,1,0,6057,,,,6,10,5
1,PT00114,1,0,6058,,,,5,10,5
1,PT00114,1,0,6059,,,,5,10,5
1,PT00114,1,0,6060,,,,5,10,5
1,Placebo,1,1,7061,,,,6,11,1
1,PT00114,1,1,7062,,,,1,11,1
1,PT00114,1,1,7063,,,,1,11,1
1,PT00114,1,1,7064,,,,1,11,1
1,PT00114,1,1,7065,,,,1,11,1
1,Placebo,1,1,7066,,,,6,11,1
1,PT00114,1,1,7067,,,,1,12,1
1,PT00114,1,1,7068,,,,1,12,1
1,PT00114,1,1,7069,,,,1,12,1
1,PT00114,1,1,7070,,,,1,12,1
1,Placebo,1,1,7071,,,,6,12,1
1,Placebo,1,1,7072,,,,6,12,1
1,Placebo,1,1,7073,,,,6,13,2
1,Placebo,1,1,7074,,,,6,13,2
1,PT00114,1,1,7075,,,,2,13,2
1,PT00114,1,1,7076,,,,2,13,2
1,PT00114,1,1,7077,,,,2,13,2
1,PT00114,1,1,7078,,,,2,13,2
1,Placebo,1,1,7079,,,,6,14,2
1,PT00114,1,1,7080,,,,2,14,2
1,PT00114,1,1,7081,,,,2,14,2
1,PT00114,1,1,7082,,,,2,14,2
1,PT00114,1,1,7083,,,,2,14,2
1,Placebo,1,1,7084,,,,6,14,2
1,PT00114,1,1,7085,,,,3,15,3
